Bug ID	Title	Link to Bug	File	Link to diff	Old Code (maybe)	New Code (maybe)
b579095	[Fx 4.0 beta1] Larry doesn't display domain name nor identity info for https pages in the address bar	https://bugzilla.mozilla.org/show_bug.cgi?id=579095	"
a/browser/base/content/browser.js"	https://bugzilla.mozilla.org/attachment.cgi?id=460525&action=diff	"
    this._identityIconLabel.parentNode.hidden = icon_label ? false : true;"	"
    this._identityIconLabel.parentNode.collapsed = icon_label ? false : true;"
b1237077	drag and drop handlers need to use the proper user context id	https://bugzilla.mozilla.org/show_bug.cgi?id=1237077	"
a/dom/base/contentAreaDropListener.js"	https://bugzilla.mozilla.org/attachment.cgi?id=8742198&action=diff	"
                               : secMan.getSimpleCodebasePrincipal(ioService.newURI(""file:///"", null, null));"	"
                               : secMan.createCodebasePrincipal(ioService.newURI(""file:///"", null, null), {});"
b1199466	Update the Cookie Management UI to include userContextId	https://bugzilla.mozilla.org/show_bug.cgi?id=1199466	"
a/netwerk/cookie/nsCookie.cpp
b1225422	Update the PrivilegedPackageRoot certificate	https://bugzilla.mozilla.org/show_bug.cgi?id=1225422	"
a/netwerk/test/mochitests/signed_web_packaged_app.sjs
a/netwerk/test/unit/test_packaged_app_utils.js"	https://bugzilla.mozilla.org/attachment.cgi?id=8689385&action=diff	"
var signedPackage = `manifest-signature: MIIF1AYJKoZIhvcNAQcCoIIFxTCCBcECAQExCzAJBgUrDgMCGgUAMAsGCSqGSIb3DQEHAaCCA54wggOaMIICgqADAgECAgECMA0GCSqGSIb3DQEBCwUAMHMxCzAJBgNVBAYTAlVTMQswCQYDVQQIEwJDQTEWMBQGA1UEBxMNTW91bnRhaW4gVmlldzEkMCIGA1UEChMbRXhhbXBsZSBUcnVzdGVkIENvcnBvcmF0aW9uMRkwFwYDVQQDExBUcnVzdGVkIFZhbGlkIENBMB4XDTE1MDkxMDA4MDQzNVoXDTM1MDkxMDA4MDQzNVowdDELMAkGA1UEBhMCVVMxCzAJBgNVBAgTAkNBMRYwFAYDVQQHEw1Nb3VudGFpbiBWaWV3MSQwIgYDVQQKExtFeGFtcGxlIFRydXN0ZWQgQ29ycG9yYXRpb24xGjAYBgNVBAMTEVRydXN0ZWQgQ29ycCBDZXJ0MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAts8whjOzEbn/w1xkFJ67af7F/JPujBK91oyJekh2schIMzFau9pY8S1AiJQoJCulOJCJfUc8hBLKBZiGAkii+4Gpx6cVqMLe6C22MdD806Soxn8Dg4dQqbIvPuI4eeVKu5CEk80PW/BaFMmRvRHO62C7PILuH6yZeGHC4P7dTKpsk4CLxh/jRGXLC8jV2BCW0X+3BMbHBg53NoI9s1Gs7KGYnfOHbBP5wEFAa00RjHnubUaCdEBlC8Kl4X7p0S4RGb3rsB08wgFe9EmSZHIgcIm+SuVo7N4qqbI85qo2ulU6J8NN7ZtgMPHzrMhzgAgf/KnqPqwDIxnNmRNJmHTUYwIDAQABozgwNjAMBgNVHRMBAf8EAjAAMBYGA1UdJQEB/wQMMAoGCCsGAQUFBwMDMA4GA1UdDwEB/wQEAwIHgDANBgkqhkiG9w0BAQsFAAOCAQEAukH6cJUUj5faa8CuPCqrEa0PoLY4SYNnff9NI+TTAHkB9l+kOcFl5eo2EQOcWmZKYi7QLlWC4jy/KQYattO9FMaxiOQL4FAc6ZIbNyfwWBzZWyr5syYJTTTnkLq8A9pCKarN49+FqhJseycU+8EhJEJyP5pv5hLvDNTTHOQ6SXhASsiX8cjo3AY4bxA5pWeXuTZ459qDxOnQd+GrOe4dIeqflk0hA2xYKe3SfF+QlK8EO370B8Dj8RX230OATM1E3OtYyALe34KW3wM9Qm9rb0eViDnVyDiCWkhhQnw5yPg/XQfloug2itRYuCnfUoRt8xfeHgwz2Ymz8cUADn3KpTGCAf4wggH6AgEBMHgwczELMAkGA1UEBhMCVVMxCzAJBgNVBAgTAkNBMRYwFAYDVQQHEw1Nb3VudGFpbiBWaWV3MSQwIgYDVQQKExtFeGFtcGxlIFRydXN0ZWQgQ29ycG9yYXRpb24xGTAXBgNVBAMTEFRydXN0ZWQgVmFsaWQgQ0ECAQIwCQYFKw4DAhoFAKBdMBgGCSqGSIb3DQEJAzELBgkqhkiG9w0BBwEwHAYJKoZIhvcNAQkFMQ8XDTE1MTAyODExMTIwMlowIwYJKoZIhvcNAQkEMRYEFENKTXRUkdej+EPd/oKRhz0Cp13zMA0GCSqGSIb3DQEBAQUABIIBAFCr+i8cwTiwzzCVjzZZI2NAqu8dnYOAJjkhD02tJjBCbvehEhXW6pP/Gk8+oyx2zoV87zbw9xBGcEU9b3ulbggdFR56S3C3w+eTbeOXMcx7A8mn9vvsoMJm+/rkT4DgEUU1iaM7pdwH48CKJOnAZP5FkjRvpRBh8TgfcDbusXveYTwG5LVpDp8856+9FBzvZ7wLz9iWDvlT/EFxfWOnGduAJunQ9qQm+pWu5cvSTwWasCMYmiPRlsuBhU9Fx7LtlXIHtE2nYYQVMTMDE58z/mzT34W0bnneecrghHREhb90UvdlUZJ2q3Jahsa3718WUGPTp7ZYwYaPBy7ryoOoWSA=\r
--7IYGY9UDJB\r
--7IYGY9UDJB\r
--7IYGY9UDJB\r
--7IYGY9UDJB\r
--7IYGY9UDJB\r
--7IYGY9UDJB--`;"	"
var signedPackage = `manifest-signature: MIIF1AYJKoZIhvcNAQcCoIIFxTCCBcECAQExCzAJBgUrDgMCGgUAMAsGCSqGSIb3DQEHAaCCA54wggOaMIICgqADAgECAgEEMA0GCSqGSIb3DQEBCwUAMHMxCzAJBgNVBAYTAlVTMQswCQYDVQQIEwJDQTEWMBQGA1UEBxMNTW91bnRhaW4gVmlldzEkMCIGA1UEChMbRXhhbXBsZSBUcnVzdGVkIENvcnBvcmF0aW9uMRkwFwYDVQQDExBUcnVzdGVkIFZhbGlkIENBMB4XDTE1MTExOTAzMDEwNVoXDTM1MTExOTAzMDEwNVowdDELMAkGA1UEBhMCVVMxCzAJBgNVBAgTAkNBMRYwFAYDVQQHEw1Nb3VudGFpbiBWaWV3MSQwIgYDVQQKExtFeGFtcGxlIFRydXN0ZWQgQ29ycG9yYXRpb24xGjAYBgNVBAMTEVRydXN0ZWQgQ29ycCBDZXJ0MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAzPback9X7RRxKTc3/5o2vm9Ro6XNiSM9NPsN3djjCIVz50bY0rJkP98zsqpFjnLwqHeJigxyYoqFexRhRLgKrG10CxNl4rxP6CEPENjvj5FfbX/HUZpT/DelNR18F498yD95vSHcSrCc3JrjV3bKA+wgt11E4a0Ba95S1RuwtehZw1+Y4hO8nHpbSGfjD0BpluFY2nDoYAm+aWSrsmLuJsKLO8Xn2I1brZFJUynR3q1ujuDE9EJk1niDLfOeVgXM4AavJS5C0ZBHhAhR2W+K9NN97jpkpmHFqecTwDXB7rEhsyB3185cI7anaaQfHHfH5+4SD+cMDNtYIOSgLO06ZwIDAQABozgwNjAMBgNVHRMBAf8EAjAAMBYGA1UdJQEB/wQMMAoGCCsGAQUFBwMDMA4GA1UdDwEB/wQEAwIHgDANBgkqhkiG9w0BAQsFAAOCAQEAlnVyLz5dPhS0ZhZD6qJOUzSo6nFwMxNX1m0oS37mevtuh0b0o1gmEuMw3mVxiAVkC2vPsoxBL2wLlAkcEdBPxGEqhBmtiBY3F3DgvEkf+/sOY1rnr6O1qLZuBAnPzA1Vnco8Jwf0DYF0PxaRd8yT5XSl5qGpM2DItEldZwuKKaL94UEgIeC2c+Uv/IOyrv+EyftX96vcmRwr8ghPFLQ+36H5nuAKEpDD170EvfWl1zs0dUPiqSI6l+hy5V14gl63Woi34L727+FKx8oatbyZtdvbeeOmenfTLifLomnZdx+3WMLkp3TLlHa5xDLwifvZtBP2d3c6zHp7gdrGU1u2WTGCAf4wggH6AgEBMHgwczELMAkGA1UEBhMCVVMxCzAJBgNVBAgTAkNBMRYwFAYDVQQHEw1Nb3VudGFpbiBWaWV3MSQwIgYDVQQKExtFeGFtcGxlIFRydXN0ZWQgQ29ycG9yYXRpb24xGTAXBgNVBAMTEFRydXN0ZWQgVmFsaWQgQ0ECAQQwCQYFKw4DAhoFAKBdMBgGCSqGSIb3DQEJAzELBgkqhkiG9w0BBwEwHAYJKoZIhvcNAQkFMQ8XDTE1MTExOTA2NTUyOFowIwYJKoZIhvcNAQkEMRYEFENKTXRUkdej+EPd/oKRhz0Cp13zMA0GCSqGSIb3DQEBAQUABIIBAGUh2vVwKqidBo7VEaEtjw3Uh1ElXLRPySu5Mmaw3yHgVhq4jAVnqm2Iwpe+C8d3Jb9Vd98NyvZfXFwu+dHKIEmOk0jQFJeO0kShaaWbK0awz08J9tSUz9WTLzNUAHiYgzNlN7j4S6fQ0d1nxW4+I0GSL6ojAsxWyeUW4QbFfuJe01/WlsVSuUBKwU5a1a7enb10OP84cIdXglm+PpKDyzk+sIyj/hyg57QXjvmLT5+QVGLUk4DmLZUGZKwGLeg4ofwGDqAH6Y+6f5wKo/sQkl7/L0n2wl4TsQwDtS7aE6Uu6uswp/du/OwLY6fpTChVfHqn8t96u/swJmMSvF/eq2g=\r
--X3JDIZCX8G\r
--X3JDIZCX8G\r
--X3JDIZCX8G\r
--X3JDIZCX8G\r
--X3JDIZCX8G\r
--X3JDIZCX8G--`;"
b1227872	Don't include hidden files when packaging NSec packages.	https://bugzilla.mozilla.org/show_bug.cgi?id=1227872
b1228310	NSec online packaging tool can't handle zip created by OS X	https://bugzilla.mozilla.org/show_bug.cgi?id=1228310
b1239559	Reuse SRI code in NSec verification	https://bugzilla.mozilla.org/show_bug.cgi?id=1239559
b989875	"[e10s] ""Untrusted Connection"" page's ""Add Exception"" button does nothing"	https://bugzilla.mozilla.org/show_bug.cgi?id=989875	"
a/browser/base/content/browser.js
a/browser/base/content/content.js"	https://bugzilla.mozilla.org/attachment.cgi?id=8449625&action=diff	"
 * or from about:newtab

  handleEvent: function BrowserOnClick_handleEvent(aEvent) {
    if (!aEvent.isTrusted || // Don't trust synthetic events
        aEvent.button == 2) {

    mm.addMessageListener(""Browser:NetworkError"", this);
    dump(""*************** init\n"");
  },

  uninit: function () {
    let mm = window.messageManager;
    mm.removeMessageListener(""Browser:CertExceptionError"", this);
    mm.removeMessageListener(""Browser:SiteBlockedError"", this);
    mm.removeMessageListener(""Browser:NetworkError"", this);
    dump(""*************** uninit\n"");
  },

  handleEvent: function (event) {
    if (!event.isTrusted || // Don't trust synthetic events
        event.button == 2) {
    let originalTarget = aEvent.originalTarget;
    // If the event came from an ssl error page, it is probably either the ""Add
    // Exception…"" or ""Get me out of here!"" button
    if (ownerDoc.documentURI.startsWith(""about:certerror"")) {
      this.onAboutCertError(originalTarget, ownerDoc);
    }
    else if (ownerDoc.documentURI.startsWith(""about:blocked"")) {
      this.onAboutBlocked(originalTarget, ownerDoc);
    }
    else if (ownerDoc.documentURI.startsWith(""about:neterror"")) {
      this.onAboutNetError(originalTarget, ownerDoc);
    }
    else if (gMultiProcessBrowser &&
             ownerDoc.documentURI.toLowerCase() == ""about:newtab"") {
      this.onE10sAboutNewTab(aEvent, ownerDoc);
      this.onAboutTabCrashed(aEvent, ownerDoc);
    }
  },

  onAboutCertError: function BrowserOnClick_onAboutCertError(aTargetElm, aOwnerDoc) {
    let elmId = aTargetElm.getAttribute(""id"");

        this.onAboutCertError(msg.target, msg.json.elementId,
                              msg.json.isTopFrame, msg.json.location);
      break;
      case ""Browser:SiteBlockedError"":
        this.onAboutBlocked(msg.json.elementId, msg.json.isMalware,
                            msg.json.isTopFrame, msg.json.location);
      break;
      case ""Browser:NetworkError"":
        // Reset network state, the error page will refresh on its own.
        Services.io.offline = false;
      break;
    }
  },

  onAboutCertError: function (browser, elementId, isTopFrame, location) {
    let isTopFrame = (aOwnerDoc.defaultView.parent === aOwnerDoc.defaultView);

    switch (elmId) {
              params.location = aOwnerDoc.location.href;
          aOwnerDoc.location.reload();
  onAboutBlocked: function BrowserOnClick_onAboutBlocked(aTargetElm, aOwnerDoc) {
    let elmId = aTargetElm.getAttribute(""id"");

    let bucketName = isMalware ? ""WARNING_MALWARE_PAGE_"":""WARNING_PHISHING_PAGE_"";
    let isIframe = (aOwnerDoc.defaultView.parent === aOwnerDoc.defaultView);
    bucketName += isIframe ? ""TOP_"" : ""FRAME_"";

    switch (elmId) {
            reportURL += aOwnerDoc.location.href;
  onE10sAboutNewTab: function(aEvent, aOwnerDoc) {
    let isTopFrame = (aOwnerDoc.defaultView.parent === aOwnerDoc.defaultView);
    if (!isTopFrame || aEvent.button != 0) {
    let anchorTarget = aEvent.originalTarget.parentNode;
      aEvent.preventDefault();
  onAboutTabCrashed: function(aEvent, aOwnerDoc) {
    let isTopFrame = (aOwnerDoc.defaultView.parent === aOwnerDoc.defaultView);
    let button = aEvent.originalTarget;
      if (aOwnerDoc.getElementById(""checkSendReport"").checked) {
        let browser = gBrowser.getBrowserForDocument(aOwnerDoc);
  ignoreWarningButton: function BrowserOnClick_ignoreWarningButton(aIsMalware) {
    if (aIsMalware) {"	"
 * or from about:newtab or from remote error pages that invoke
 * us via async messaging.
  init: function () {
    let mm = window.messageManager;
    mm.addMessageListener(""Browser:CertExceptionError"", this);
    mm.addMessageListener(""Browser:SiteBlockedError"", this);
    let originalTarget = event.originalTarget;
    if (gMultiProcessBrowser &&
        ownerDoc.documentURI.toLowerCase() == ""about:newtab"") {
      this.onE10sAboutNewTab(event, ownerDoc);

      this.onAboutTabCrashed(event, ownerDoc);
    }
  },

  receiveMessage: function (msg) {
    switch (msg.name) {
      case ""Browser:CertExceptionError"":
    switch (elementId) {

              params.location = location;
          browser.reload();
  onAboutBlocked: function (elementId, isMalware, isTopFrame, location) {
    // Depending on what page we are displaying here (malware/phishing)
    // use the right strings and links for each.
    bucketName += isTopFrame ? ""TOP_"" : ""FRAME_"";
    switch (elementId) {

            reportURL += location;
  onE10sAboutNewTab: function(event, ownerDoc) {
    let isTopFrame = (ownerDoc.defaultView.parent === ownerDoc.defaultView);
    if (!isTopFrame || event.button != 0) {
    let anchorTarget = event.originalTarget.parentNode;
      event.preventDefault();
  onAboutTabCrashed: function(event, ownerDoc) {
    let isTopFrame = (ownerDoc.defaultView.parent === ownerDoc.defaultView);
    let button = event.originalTarget;
      if (ownerDoc.getElementById(""checkSendReport"").checked) {
        let browser = gBrowser.getBrowserForDocument(ownerDoc);
  ignoreWarningButton: function (isMalware) {
    if (isMalware) {"
b305269	When Firefox is not already running, it accepts chrome:// URLs without -chrome	https://bugzilla.mozilla.org/show_bug.cgi?id=305269	"
browser.js"	https://bugzilla.mozilla.org/attachment.cgi?id=193392&action=diff	"
    if (makeURL(uriToLoad).schemeIs(""chrome"")) {"	"
    if (makeURI(uriToLoad).schemeIs(""chrome"")) {"
b344730	RSA keygen broken	https://bugzilla.mozilla.org/show_bug.cgi?id=344730
b453045	Create about:config pref for NSS libPKIX and shared DB	https://bugzilla.mozilla.org/show_bug.cgi?id=453045
b271051	Address bar should use another color when lock icon is broken (https page with mixed content)	https://bugzilla.mozilla.org/show_bug.cgi?id=271051	"
browser/themes/pinstripe/browser/browser.css
browser/themes/winstripe/browser/browser.css"	https://bugzilla.mozilla.org/attachment.cgi?id=192251&action=diff	"
#urlbar[level=""low""] > .autocomplete-textbox-container,
#urlbar[level=""broken""] > .autocomplete-textbox-container
#urlbar[level=""low""] > .autocomplete-history-dropmarker,
#urlbar[level=""broken""] > .autocomplete-history-dropmarker"	"
#urlbar[level=""low""] > .autocomplete-textbox-container

#urlbar[level=""low""] > .autocomplete-history-dropmarker
"
b1195881	Set userContextId on the docShell for new remote (e10s) tabs	https://bugzilla.mozilla.org/show_bug.cgi?id=1195881	"
a/browser/components/contextualidentity/test/browser/browser.ini
a/dom/ipc/TabChild.cpp
a/netwerk/ipc/NeckoParent.cpp"	https://bugzilla.mozilla.org/attachment.cgi?id=8709862&action=diff		
b583175	Add a security delay to the main action of PopupNotifications	https://bugzilla.mozilla.org/show_bug.cgi?id=583175	"
a/browser/base/content/test/browser_popupNotification.js
a/build/automation.py.in
a/modules/libpref/src/init/all.js
a/toolkit/components/telemetry/Histograms.json
a/toolkit/content/PopupNotifications.jsm"	https://bugzilla.mozilla.org/attachment.cgi?id=703232&action=diff		
b325370	[security] Insecure defaults for menu Tools => Options => [privacy] tab	https://bugzilla.mozilla.org/show_bug.cgi?id=325370
b285440	Firefox UI to clear SSL session	https://bugzilla.mozilla.org/show_bug.cgi?id=285440	"
browser/app/profile/firefox.js
browser/base/content/sanitize.js
browser/base/content/sanitize.xul
browser/components/preferences/sanitize.xul
browser/locales/en-US/chrome/browser/sanitize.dtd
browser/locales/en-US/chrome/browser/preferences/sanitize.dtd"	https://bugzilla.mozilla.org/attachment.cgi?id=190517&action=diff		
b291651	Address bar accepts dragged javascript urls	https://bugzilla.mozilla.org/show_bug.cgi?id=291651	"
browser/base/content/browser.js"	https://bugzilla.mozilla.org/attachment.cgi?id=193502&action=diff	"
        // XXXBlake Workaround caret crash when you try to set the textbox's value on dropping
        setTimeout(function(u) { gURLBar.value = u; handleURLBarCommand(); }, 0, url);

          const secMan = Components.classes[""@mozilla.org/scriptsecuritymanager;1""]
                                   .getService(Components.interfaces.nsIScriptSecurityManager);
          const nsIScriptSecMan = Components.interfaces.nsIScriptSecurityManager;
          secMan.checkLoadURI(gBrowser.currentURI, uri, nsIScriptSecMan.DISALLOW_SCRIPT_OR_DATA);
          handleURLBarCommand();
        } catch (ex) {}
      var uri = xferData[0] ? xferData[0] : xferData[1];
      if (uri) {



        const nsIScriptSecMan = Components.interfaces.nsIScriptSecurityManager;
        secMan.checkLoadURI(gBrowser.currentURI, uri, nsIScriptSecMan.DISALLOW_SCRIPT_OR_DATA);
      }"	"
        try {
          gURLBar.value = url;
          var uri = makeURI(gURLBar.value);
      var url = xferData[0] ? xferData[0] : xferData[1];
      try {
        var uri = makeURI(url);
        const secMan = Components.classes[""@mozilla.org/scriptsecuritymanager;1""]
                                 .getService(Components.interfaces.nsIScriptSecurityManager);
      } catch (ex) {}"
b307027	Going back from secure page to error page does not clear yellow bar	https://bugzilla.mozilla.org/show_bug.cgi?id=307027	"
mozilla/docshell/base/nsDocShell.cpp"	https://bugzilla.mozilla.org/attachment.cgi?id=198362&action=diff	"
    if (mUseErrorPages && aURI) {"	"
    if (mUseErrorPages && aURI && aFailedChannel) {"
b1146832	Ugly wrapping of label for submission status of certificate pinning errors in localizations with texts longer than English	https://bugzilla.mozilla.org/show_bug.cgi?id=1146832	"
a/browser/base/content/aboutNetError.xhtml
a/browser/base/content/content.js
a/browser/themes/shared/aboutNetError.css"	https://bugzilla.mozilla.org/attachment.cgi?id=8597933&action=diff	"
        <p>&errorReporting.longDesc;</p>
        <p>
          <input type=""checkbox"" id=""automaticallyReportInFuture"" />
          <label for=""automaticallyReportInFuture"" id=""automaticallyReportInFuture"">&errorReporting.automatic;</label>
        </p>
        <a href=""https://support.mozilla.org/kb/tls-error-reports"" id=""learnMoreLink"" target=""new"">&errorReporting.learnMore;</a>
        <span id=""reportingState"">
          <button id=""reportCertificateError"">&errorReporting.report;</button>
          <button id=""reportCertificateErrorRetry"">&errorReporting.tryAgain;</button>
          <span id=""reportSendingMessage"">&errorReporting.sending;</span>
          <span id=""reportSentMessage"">&errorReporting.sent;</span>
        </span>

            <span id=""reportSentMessage"">&errorReporting.sent;</span>
          </span>
        </div>"	"
        <div id=""certificateErrorReportingDescription"">
          <p>&errorReporting.longDesc;</p>
          <p>
            <input type=""checkbox"" id=""automaticallyReportInFuture"" />
            <label for=""automaticallyReportInFuture"" id=""automaticallyReportInFuture"">&errorReporting.automatic;</label>
          </p>
        </div>
        <div id=""errorStatePanel"">
          <a href=""https://support.mozilla.org/kb/tls-error-reports"" id=""learnMoreLink"" target=""new"">&errorReporting.learnMore;</a>
          <span id=""reportingState"">
            <button id=""reportCertificateError"">&errorReporting.report;</button>
            <button id=""reportCertificateErrorRetry"">&errorReporting.tryAgain;</button>
            <span id=""reportSendingMessage"">&errorReporting.sending;</span>"
b1089808	[UX] Revise the error page shown for SSLv3	https://bugzilla.mozilla.org/show_bug.cgi?id=1089808
b1130893	Wrong principal is used for nsChannelClassifier checks (tracking Protection blocks videos on facebook, and gifs-reencoded-as-h.264 on Twitter)	https://bugzilla.mozilla.org/show_bug.cgi?id=1130893	"
a/netwerk/base/nsChannelClassifier.cpp
a/netwerk/protocol/http/nsHttpChannel.cpp"	https://bugzilla.mozilla.org/attachment.cgi?id=8563913&action=diff	"
    rv = securityManager->GetChannelResultPrincipal(mChannel,
                                                    getter_AddRefs(principal));"	"
    rv = securityManager->GetChannelURIPrincipal(mChannel, getter_AddRefs(principal));
"
b657267	possible for unsignend script to call functions inside signed scripts (jar)	https://bugzilla.mozilla.org/show_bug.cgi?id=657267	"
a/caps/idl/nsIPrincipal.idl
a/caps/include/nsPrincipal.h
a/caps/src/nsNullPrincipal.cpp
a/caps/src/nsPrincipal.cpp
a/caps/src/nsSystemPrincipal.cpp
a/js/src/xpconnect/src/nsXPConnect.cpp
a/js/src/xpconnect/src/xpcinlines.h
a/js/src/xpconnect/src/xpcprivate.h
a/js/src/xpconnect/wrappers/AccessCheck.cpp"	https://bugzilla.mozilla.org/attachment.cgi?id=533639&action=diff	"
[scriptable, uuid(799ab95c-0038-4e0f-b705-74c21f185bb5)]"	"
[scriptable, uuid(B406A2DB-E547-4C95-B8E2-AD09ECB54CE0)]"
b320101	meta security bug, per chofmann's question	https://bugzilla.mozilla.org/show_bug.cgi?id=320101
b292182	crypted side (https) blocks access ot other sides in the other opend tabs	https://bugzilla.mozilla.org/show_bug.cgi?id=292182
b292835	virus infection by simply opening a malicious web page	https://bugzilla.mozilla.org/show_bug.cgi?id=292835
b293640	"Unsecure?: ""No common encryption algorithms"""	https://bugzilla.mozilla.org/show_bug.cgi?id=293640
b294006	digest auth spreads across multiple instances of the browser	https://bugzilla.mozilla.org/show_bug.cgi?id=294006
b294472	Able to login my GMAIL account without having to enter USR/PWD	https://bugzilla.mozilla.org/show_bug.cgi?id=294472
b294577	Firefox 1.0.4 allows javascript to open windows with no titlebar.	https://bugzilla.mozilla.org/show_bug.cgi?id=294577
b295190	SSL Client Certificate missing in Firefox / Java-Plugin	https://bugzilla.mozilla.org/show_bug.cgi?id=295190
b295326	Secure Site indicator not shown after going back and forward	https://bugzilla.mozilla.org/show_bug.cgi?id=295326
b295893	Suggestion for Security Patch Level version be mainained in Firefox, to avoid problems like the 1.0.4 update on Ubuntu Linux	https://bugzilla.mozilla.org/show_bug.cgi?id=295893
b296552	Several viruses were loaded into my computer on this website	https://bugzilla.mozilla.org/show_bug.cgi?id=296552
b297345	Https password remembering && offering	https://bugzilla.mozilla.org/show_bug.cgi?id=297345
b297391	Certificate warning displays in front, regardless which tab is in view	https://bugzilla.mozilla.org/show_bug.cgi?id=297391
b297447	getting popups that are written in java script and are bypassing the blocker disabled java script	https://bugzilla.mozilla.org/show_bug.cgi?id=297447
b297866	always a red x on lock icon when visiting secured https pages	https://bugzilla.mozilla.org/show_bug.cgi?id=297866
b298539	Memory dump of Firefox reveals sensitive information, including authentication credentials	https://bugzilla.mozilla.org/show_bug.cgi?id=298539
b298569	a way to alias certificates or name them for easyer distinguishing	https://bugzilla.mozilla.org/show_bug.cgi?id=298569
b298635	a window with your home page keeps popping up every few minutes without my input	https://bugzilla.mozilla.org/show_bug.cgi?id=298635
b298813	some scumbag ad-spammer found a way to evade the popup blocker	https://bugzilla.mozilla.org/show_bug.cgi?id=298813
b299608	Mozilla and recent Java allow infection of machine with Trojan.ByteVerify at this URL	https://bugzilla.mozilla.org/show_bug.cgi?id=299608
b303533	InActiveX - secure (sandboxed) ActiveX implementation for Firefox	https://bugzilla.mozilla.org/show_bug.cgi?id=303533
b305093	Firefox caches login information even with logout or reopening browser	https://bugzilla.mozilla.org/show_bug.cgi?id=305093
b306721	Application Hijacking has been detected by my Sygate firewall.	https://bugzilla.mozilla.org/show_bug.cgi?id=306721
b307935	"Cookie ""block"" exceptions are not enforced"	https://bugzilla.mozilla.org/show_bug.cgi?id=307935
b308414	blocks cookies on 3 out of 4 xp users specifically yahoo mail	https://bugzilla.mozilla.org/show_bug.cgi?id=308414
b308708	rejection of copied random validation code	https://bugzilla.mozilla.org/show_bug.cgi?id=308708
b309161	Page can trap user completely	https://bugzilla.mozilla.org/show_bug.cgi?id=309161
b309302	Inconsistent naming of NT registry entries (e.g. some in HKEY_CURRENT_USER\Netscape\Netscape_Navigator)	https://bugzilla.mozilla.org/show_bug.cgi?id=309302
b309579	chrome protocol: access from http:// without security error	https://bugzilla.mozilla.org/show_bug.cgi?id=309579
b309942	Can no longer allow certain sites to access clipboard (cut/copy/paste) in Firefox 1.0.7	https://bugzilla.mozilla.org/show_bug.cgi?id=309942
b310522	error establishing encrypted connection to signin.ebay.com error code 5981	https://bugzilla.mozilla.org/show_bug.cgi?id=310522
b312559	they just added 128 bit encryption	https://bugzilla.mozilla.org/show_bug.cgi?id=312559
b312806	Popup blocker fails to block popup	https://bugzilla.mozilla.org/show_bug.cgi?id=312806
b313590	Can't access security features for secure sites such as webmail.	https://bugzilla.mozilla.org/show_bug.cgi?id=313590
b314054	Browsers throws an error message for any secured websites. i.e., https://	https://bugzilla.mozilla.org/show_bug.cgi?id=314054
b314344	"""Main Password""-dialog crashes upon submit"	https://bugzilla.mozilla.org/show_bug.cgi?id=314344
b314573	chrome javascript priviledge vulnerability with extensions	https://bugzilla.mozilla.org/show_bug.cgi?id=314573
b317603	Certificate Revocation List (CRL) is not valid.	https://bugzilla.mozilla.org/show_bug.cgi?id=317603
b317668	valid certificate not selected in a client authentication	https://bugzilla.mozilla.org/show_bug.cgi?id=317668
b319624	New Firefox 1.5 popup blocker fails to block popup windows	https://bugzilla.mozilla.org/show_bug.cgi?id=319624
b319913	firefox and selinux	https://bugzilla.mozilla.org/show_bug.cgi?id=319913
b320522	Allow whitelist of javascript by site	https://bugzilla.mozilla.org/show_bug.cgi?id=320522
b322758	Got an executable downloaded without consent and even gets executed!	https://bugzilla.mozilla.org/show_bug.cgi?id=322758
b324047	Exceptions - sites added to list are duplicated	https://bugzilla.mozilla.org/show_bug.cgi?id=324047
b324225	java applet not display as expected	https://bugzilla.mozilla.org/show_bug.cgi?id=324225
b327026	Errorsafe	https://bugzilla.mozilla.org/show_bug.cgi?id=327026
b328525	Security manager allows <script> nodes from other domains to be loaded	https://bugzilla.mozilla.org/show_bug.cgi?id=328525
b329911	Repeated password request in apparent infinate loop requires forced shutdown of applicable Firefox window	https://bugzilla.mozilla.org/show_bug.cgi?id=329911
b329986	Complete browser crash if I close the browser and select: Clear all private data. It won't re-start, displays the same message, and offers to send an error report to Microsoft.S	https://bugzilla.mozilla.org/show_bug.cgi?id=329986
b335556	cant create certificate request using GemSAFE USB crypto device	https://bugzilla.mozilla.org/show_bug.cgi?id=335556
b335906	MS03-026_RPC_DCOM_EXPLOIT Issue when accessing above sit.	https://bugzilla.mozilla.org/show_bug.cgi?id=335906
b336327	Auto update enabled without my auth, unknown website added to approved software source list.	https://bugzilla.mozilla.org/show_bug.cgi?id=336327
b336493	A popup created in one frame can target another sibling frame within the same frameset even though the frames may not belong to the same domain	https://bugzilla.mozilla.org/show_bug.cgi?id=336493
b337316	netflix sets itself to Allow in Exceptions without permission from Allow sites to set Cookies repeatedly even after deletion of Permission in Exceptions	https://bugzilla.mozilla.org/show_bug.cgi?id=337316
b338093	Flash Pupups are a new threat and damn anoying	https://bugzilla.mozilla.org/show_bug.cgi?id=338093
b338539	Textarea doesn't show complete predefined content and POSTS truncated value	https://bugzilla.mozilla.org/show_bug.cgi?id=338539
